:START_ID;:END_ID
461;12701184
578;12701185
3064323;12701186
8031492;12701186
8032261;12701186
8031498;12701186
8031628;12701186
3064336;12701186
3064349;12701186
9233693;12701186
9233696;12701186
3064353;12701186
3064355;12701186
8032046;12701186
8031413;12701186
3043139;12701186
3043147;12701186
8031819;12701186
8031823;12701186
8031824;12701186
8031573;12701186
3043162;12701186
3043163;12701186
8032352;12701186
8032485;12701186
6816487;12701186
3043183;12701186
8031603;12701186
8032116;12701186
2293;12701186
8032375;12701186
3043195;12701186
2571;12701187
14955;12701187
3055928;12701187
3062394;12701187
3082620;12701187
17916;12701187
14721;12701188
14737;12701188
14699;12701188
8945664;12701189
7569410;12701189
7569411;12701189
8880131;12701189
6782981;12701189
6815749;12701189
8880132;12701189
8126472;12701189
9338886;12701189
8945680;12701189
8945682;12701189
6782995;12701189
7798804;12701189
7897110;12701189
7569433;12701189
6553633;12701189
8880165;12701189
6717480;12701189
7503915;12701189
8421422;12701189
6193199;12701189
7503920;12701189
6357042;12701189
8421436;12701189
8945725;12701189
6717502;12701189
6193215;12701189
7798848;12701189
8880193;12701189
8945729;12701189
6553667;12701189
6750276;12701189
7503939;12701189
8454212;12701189
8847427;12701189
6750280;12701189
262219;12701189
8945739;12701189
7569493;12701189
8880215;12701189
8454232;12701189
262235;12701189
6717531;12701189
6750301;12701189
6815840;12701189
9273443;12701189
6783076;12701189
8716388;12701189
7635048;12701189
8126571;12701189
262252;12701189
8454251;12701189
8454254;12701189
6783087;12701189
8880235;12701189
6553713;12701189
8454261;12701189
8716405;12701189
7503993;12701189
7503994;12701189
9273467;12701189
8454269;12701189
8880254;12701189
7798912;12701189
8454274;12701189
7504003;12701189
8355971;12701189
6193289;12701189
8880265;12701189
7504020;12701189
7569558;12701189
8126615;12701189
6750367;12701189
8454307;12701189
9306276;12701189
6193319;12701189
7504041;12701189
6750378;12701189
7569578;12701189
8880299;12701189
8454317;12701189
8945839;12701189
8880304;12701189
262323;12701189
7504051;12701189
8028340;12701189
8323253;12701189
8356020;12701189
8126648;12701189
8880312;12701189
8945845;12701189
6357181;12701189
6750397;12701189
7569597;12701189
7504064;12701189
8880318;12701189
8519874;12701189
7798980;12701189
8126663;12701189
9240775;12701189
9142473;12701189
6750412;12701189
8454349;12701189
8028366;12701189
8093905;12701189
6193365;12701189
8618198;12701189
262362;12701189
6553821;12701189
6750430;12701189
6815969;12701189
262371;12701189
7438568;12701189
8945897;12701189
9142506;12701189
7864555;12701189
262384;12701189
7569649;12701189
6750450;12701189
7864564;12701189
7864565;12701189
9273593;12701189
262400;12701189
7930112;12701189
7799042;12701189
9240834;12701189
9339137;12701189
8880391;12701189
8945927;12701189
6553866;12701189
7438603;12701189
9339146;12701189
9109781;12701189
6717719;12701189
9273628;12701189
7635231;12701189
262432;12701189
6750496;12701189
8421665;12701189
9339176;12701189
6717739;12701189
8880429;12701189
7897394;12701189
9273650;12701189
262453;12701189
7864635;12701189
9142589;12701189
9273664;12701189
6717767;12701189
9142604;12701189
8028494;12701189
8356175;12701189
7799120;12701189
8028496;12701189
262482;12701189
6816083;12701189
8946005;12701189
6816090;12701189
6979934;12701189
9273695;12701189
6717792;12701189
7799136;12701189
7930210;12701189
7504227;12701189
6553957;12701189
7897446;12701189
8028519;12701189
8028520;12701189
8716646;12701189
9142631;12701189
6717807;12701189
7799152;12701189
7864688;12701189
6816114;12701189
7602546;12701189
262516;12701189
7569780;12701189
8028528;12701189
8028535;12701189
262520;12701189
8356214;12701189
8946042;12701189
8356219;12701189
262525;12701189
7602558;12701189
7864701;12701189
262528;12701189
7799169;12701189
262531;12701189
6717831;12701189
7930252;12701189
7930254;12701189
8618383;12701189
8257937;12701189
6750610;12701189
8716691;12701189
7930263;12701189
7602591;12701189
6554016;12701189
7930275;12701189
6750632;12701189
7799208;12701189
7504299;12701189
8454572;12701189
7930285;12701189
7897522;12701189
8028596;12701189
6816181;12701189
7602616;12701189
7930297;12701189
8028602;12701189
7504317;12701189
8716733;12701189
7864771;12701189
6783428;12701189
6816196;12701189
7274953;12701189
7274954;12701189
6488526;12701189
7864783;12701189
7602640;12701189
7864785;12701189
6750674;12701189
8454611;12701189
9306579;12701189
7274968;12701189
7569880;12701189
7635417;12701189
6717915;12701189
8028637;12701189
6816226;12701189
6750691;12701189
8028643;12701189
8356325;12701189
9306602;12701189
7930347;12701189
6586860;12701189
9306604;12701189
9273838;12701189
6717936;12701189
8356336;12701189
6783474;12701189
8258035;12701189
6717940;12701189
6816244;12701189
7864821;12701189
6816251;12701189
7635452;12701189
9110011;12701189
6586878;12701189
6586879;12701189
7635455;12701189
6816257;12701189
6783492;12701189
7275014;12701189
7930375;12701189
8356360;12701189
6586897;12701189
7602705;12701189
