:START_ID;:END_ID
804;12705224
8716288;12705225
8716290;12705225
7471107;12705225
7471109;12705225
8716298;12705225
8716299;12705225
7471117;12705225
8716306;12705225
8716307;12705225
1605653;12705225
7471126;12705225
8716310;12705225
1605658;12705225
7471132;12705225
1605661;12705225
7471135;12705225
1605664;12705225
7471137;12705225
7471139;12705225
1605668;12705225
8716323;12705225
8716324;12705225
8716332;12705225
7471150;12705225
8716334;12705225
7471154;12705225
1605686;12705225
7471159;12705225
1605691;12705225
8716348;12705225
7471165;12705225
8716349;12705225
8716352;12705225
8716354;12705225
1605702;12705225
1605703;12705225
7471174;12705225
8716359;12705225
1605706;12705225
1605707;12705225
8716360;12705225
8716362;12705225
1605710;12705225
1605711;12705225
7471183;12705225
8716368;12705225
7471188;12705225
1605717;12705225
7471189;12705225
1605719;12705225
7471191;12705225
1605721;12705225
7471197;12705225
7471199;12705225
7471202;12705225
8716394;12705225
8716395;12705225
7471214;12705225
7471216;12705225
7471218;12705225
8716402;12705225
7471220;12705225
1605749;12705225
8716407;12705225
7471224;12705225
1605753;12705225
8716408;12705225
8716413;12705225
1605760;12705225
8716416;12705225
8716417;12705225
7471235;12705225
1605766;12705225
8716422;12705225
8716423;12705225
7471241;12705225
8716426;12705225
8716429;12705225
7471246;12705225
1605775;12705225
7471247;12705225
1605781;12705225
1605782;12705225
7471254;12705225
1605786;12705225
7471258;12705225
7471259;12705225
7471262;12705225
8716446;12705225
7471265;12705225
1605802;12705225
7471274;12705225
8716459;12705225
7471280;12705225
1605811;12705225
7471284;12705225
1605816;12705225
1605817;12705225
7471288;12705225
8716473;12705225
7471293;12705225
8716478;12705225
1605823;12705225
8716479;12705225
8716481;12705225
1605828;12705225
1605829;12705225
7471302;12705225
1605831;12705225
7471305;12705225
1605839;12705225
8716495;12705225
7471313;12705225
1605842;12705225
1605843;12705225
8716502;12705225
8716503;12705225
7471321;12705225
8716505;12705225
7471324;12705225
7471325;12705225
7471326;12705225
1605861;12705225
1605862;12705225
8716522;12705225
1605867;12705225
1605868;12705225
7471350;12705225
7471353;12705225
8716540;12705225
7471363;12705225
7471366;12705225
8716554;12705225
7471372;12705225
1605901;12705225
1605904;12705225
7471376;12705225
7471379;12705225
7471380;12705225
1605909;12705225
7471383;12705225
1605913;12705225
7471385;12705225
7471388;12705225
8716573;12705225
8716575;12705225
1605920;12705225
8716576;12705225
7471395;12705225
1605929;12705225
7471405;12705225
8716589;12705225
8716603;12705225
7471420;12705225
6947133;12705225
7471421;12705225
1605953;12705225
1605954;12705225
1605959;12705225
1605960;12705225
8716619;12705225
7471437;12705225
7471438;12705225
7471440;12705225
1605972;12705225
7471445;12705225
7471446;12705225
1605975;12705225
7471447;12705225
8716628;12705225
8716629;12705225
1605981;12705225
8716638;12705225
7471455;12705225
7471459;12705225
8716643;12705225
7471461;12705225
1605991;12705225
1605994;12705225
7471469;12705225
8716655;12705225
7471472;12705225
7471473;12705225
8716659;12705225
7471477;12705225
7471480;12705225
1606010;12705225
7471483;12705225
7471488;12705225
7471491;12705225
1606020;12705225
7471494;12705225
8716679;12705225
1606024;12705225
1606028;12705225
7471502;12705225
1606034;12705225
1606037;12705225
1606038;12705225
8716696;12705225
7471513;12705225
8716697;12705225
8716699;12705225
8716700;12705225
7471517;12705225
8716701;12705225
7471521;12705225
8716707;12705225
8716708;12705225
7471528;12705225
1606060;12705225
7471532;12705225
7471534;12705225
1606064;12705225
7471539;12705225
